Display Name,Family,Subfamily,Pref. Family,Pref. Subfamily,Version,Vendor ID,Styles,Width,Weight,Blocks,Characters,Glyphs
汉仪长美黑繁 (Regular),汉仪长美黑繁,Regular,,,Version 3.53,HANY,Regular,5 (Medium),400 (Normal),27,7615,7659
汉仪长美黑简 (Regular),汉仪长美黑简,Regular,,,Version 3.53,HANY,Regular,5 (Medium),400 (Normal),27,7615,7659
汉仪长宋繁 (Regular),汉仪长宋繁,Regular,,,Version 3.53,HANY,Regular,5 (Medium),400 (Normal),27,7615,7659
汉仪长宋简 (Regular),汉仪长宋简,Regular,,,Version 3.53,HANY,Regular,5 (Medium),400 (Normal),27,7615,7659
汉仪长艺体繁 (Regular),汉仪长艺体繁,Regular,,,Version 3.53,HANY,Regular,5 (Medium),400 (Normal),27,7615,7659
汉仪长艺体简 (Regular),汉仪长艺体简,Regular,,,Version 3.53,HANY,Regular,5 (Medium),400 (Normal),27,7615,7659
汉仪珍珠隶繁 (Regular),汉仪珍珠隶繁,Regular,,,Version 3.53,HANY,Regular,5 (Medium),400 (Normal),29,7596,7596
汉仪珍珠隶简 (Regular),汉仪珍珠隶简,Regular,,,Version 3.53,HANY,Regular,5 (Medium),400 (Normal),29,7596,7596
汉仪中等线 (Regular),汉仪中等线,Regular,,,Version  3.53,HANY,Regular,5 (Medium),400 (Normal),35,28723,28724
汉仪中等线繁 (Regular),汉仪中等线繁,Regular,,,Version 3.53,HANY,Regular,5 (Medium),400 (Normal),27,8205,8249
汉仪中等线简 (Regular),汉仪中等线简,Regular,,,Version 3.53,HANY,Regular,5 (Medium),400 (Normal),27,7615,7659
汉仪中黑S (Regular),汉仪中黑S,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),37,28681,28682
汉仪中黑繁 (Regular),汉仪中黑繁,Regular,,,Version 3.53,HANY,Regular,5 (Medium),400 (Normal),27,8205,8249
汉仪中黑简 (Regular),汉仪中黑简,Regular,,,Version 3.53,HANY,Regular,5 (Medium),400 (Normal),27,8633,8677
汉仪中简黑简 (Regular),汉仪中简黑简,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),34,7911,7912
汉仪中楷简 (Regular),汉仪中楷简,Regular,,,Version 3.53,HANY,Regular,5 (Medium),400 (Normal),27,7615,7659
汉仪中隶书繁 (Regular),汉仪中隶书繁,Regular,,,Version 3.53,HANY,Regular,5 (Medium),400 (Normal),27,7615,7659
汉仪中隶书简 (Regular),汉仪中隶书简,Regular,,,Version 3.53,HANY,Regular,5 (Medium),400 (Normal),27,7615,7659
汉仪中宋S (Regular),汉仪中宋S,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),37,28681,28682
汉仪中宋繁 (Regular),汉仪中宋繁,Regular,,,Version 3.53,HANY,Regular,5 (Medium),400 (Normal),27,8205,8249
汉仪中宋简 (Regular),汉仪中宋简,Regular,,,Version 3.53,HANY,Regular,5 (Medium),400 (Normal),27,7615,7659
汉仪中秀体简 (Regular),汉仪中秀体简,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),34,7911,7912
汉仪中圆繁 (Regular),汉仪中圆繁,Regular,,,Version 3.53,HANY,Regular,5 (Medium),400 (Normal),27,8205,8249
汉仪中圆简 (Regular),汉仪中圆简,Regular,,,Version 3.53,HANY,Regular,5 (Medium),400 (Normal),27,7615,7659
汉仪竹节体繁 (Regular),汉仪竹节体繁,Regular,,,Version 3.53,HANY,Regular,5 (Medium),400 (Normal),27,7615,7659
汉仪竹节体简 (Regular),汉仪竹节体简,Regular,,,Version 3.53,HANY,Regular,5 (Medium),400 (Normal),27,7615,7659
汉仪铸字超然体F (Regular),汉仪铸字超然体F,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),29,7669,7436
汉仪铸字超然体J (Regular),汉仪铸字超然体J,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),29,7669,7436
汉仪铸字超然体W (Regular),汉仪铸字超然体W,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),29,10230,9842
汉仪铸字美心体W (Regular),汉仪铸字美心体W,Regular,,,Version 5.00,UKWN,Regular,5 (Medium),400 (Normal),28,9838,9847
汉仪铸字美心体繁 (Regular),汉仪铸字美心体繁,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),29,7669,7441
汉仪铸字美心体简 (Regular),汉仪铸字美心体简,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),29,7669,7442
汉仪铸字童年体F (Regular),汉仪铸字童年体F,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),29,7652,7418
汉仪铸字童年体J (Regular),汉仪铸字童年体J,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),29,7652,7418
汉仪铸字童年体W (Regular),汉仪铸字童年体W,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),29,10213,9824
汉仪篆书繁 (Regular),汉仪篆书繁,Regular,,,Version 3.53,HANY,Regular,5 (Medium),400 (Normal),27,7615,7659
汉仪字典宋 (Regular),汉仪字典宋,Regular,,,Version  3.53,HANY,Regular,5 (Medium),400 (Normal),35,28723,28724
汉仪字典宋繁 (Regular),汉仪字典宋繁,Regular,,,Version 3.53,HANY,Regular,5 (Medium),400 (Normal),27,8205,8249
汉仪字典宋简 (Regular),汉仪字典宋简,Regular,,,Version 3.53,HANY,Regular,5 (Medium),400 (Normal),27,8633,8677
汉仪综艺体繁 (Regular),汉仪综艺体繁,Regular,,,Version 3.53,HANY,Regular,5 (Medium),400 (Normal),27,7615,7659
汉仪综艺体简 (Regular),汉仪综艺体简,Regular,,,Version 3.53,HANY,Regular,5 (Medium),400 (Normal),27,7615,7659
新蒂黑板报 (Regular),新蒂黑板报,Regular,,,Version 1.00 April 1  2016  initial release,XD  ,Regular,5 (Medium),400 (Normal),14,7473,7473
新蒂黑板报底字 (Regular),新蒂黑板报底字,Regular,,,Version 1.00 April 1  2016  initial release,XD  ,Regular,5 (Medium),400 (Normal),14,5452,5452
新蒂剪纸体 (Regular),新蒂剪纸体,Regular,,,Version 1.00 April 1  2016  initial release,STW ,Regular,5 (Medium),400 (Normal),14,7472,7472
新蒂金钟体 (Regular),新蒂金钟体,Regular,,,Version 1.00 January 22  2016  initial release,XD  ,Regular,5 (Medium),400 (Normal),15,11409,11409
新蒂绿豆体 (Regular),新蒂绿豆体,Regular,,,Version 1.00 October 21  2014  initial release,XD  ,Regular,5 (Medium),400 (Normal),12,9864,9864
新蒂泡芙体 (Regular),新蒂泡芙体,Regular,,,Version 1.00 April 1  2016  initial release,XD  ,Regular,5 (Medium),400 (Normal),16,9907,9906
新蒂文徵明體 (Regular),新蒂文徵明體,Regular,,,Version 1.00 November 22  2016  initial release,XD  ,Regular,5 (Medium),400 (Normal),16,10686,10685
新蒂下午茶基本版 (Regular),新蒂下午茶基本版,Regular,,,Version 1.00 December 31  2012  initial release,HL  ,Regular,5 (Medium),400 (Normal),9,4735,4737
新蒂下午茶体 (Regular),新蒂下午茶体,Regular,,,Version 1.00 April 1  2016  initial release,XD  ,Regular,5 (Medium),400 (Normal),48,10555,10557
新蒂小丸子体 (Regular),新蒂小丸子体,Regular,,,Version 1.00 December 14  2015  initial release,XD  ,Regular,5 (Medium),400 (Normal),21,10050,10050
新蒂雪山体 (Regular),新蒂雪山体,Regular,,,Version 1.00 January 17  2016  initial release,XD  ,Regular,5 (Medium),400 (Normal),11,11185,11185
新蒂赵孟頫体 (Regular),新蒂赵孟頫体,Regular,,,Version 1.00 April 1  2016  initial release,XD  ,Regular,5 (Medium),400 (Normal),23,22247,22274
